graph_idx,threshold,mean_dyn,mean_stat,delta_mean,median_dyn,median_stat,delta_median,std_dyn,std_stat,delta_std,ks_stat,ks_pvalue,ad_stat,ad_significance_level,wasserstein
5,T70,3.8894268774659575,4.0972286080272715,-0.207801730561314,3.7237373600898174,3.928649558396182,-0.20491219830636442,0.855641361013806,1.0260971417579212,-0.17045578074411527,0.165,0.008539483949831865,6.013476525082581,0.0015297677040627142,0.22610522499123087
5,T80,4.201405840598259,4.397063353727817,-0.19565751312955815,4.0413692049107866,4.2004046542025355,-0.15903544929174895,0.8552529553209959,1.0262806030196117,-0.17102764769861578,0.155,0.016258459276759563,4.877638306895521,0.003838869118650075,0.21388301340995397
5,T90,4.721380922745569,4.900335190549401,-0.1789542678038325,4.565684237003705,4.713577848124522,-0.1478936111208169,0.8596038739404872,1.01987183949118,-0.1602679655506929,0.14,0.03956202584899502,4.1532966594894525,0.007074068681805514,0.20297369618012676
5,T99,7.003081491472113,7.037553569314619,-0.03447207784250672,6.889640312950432,6.899222251733455,-0.009581938783023602,0.9707765743537552,1.0756403365939817,-0.10486376224022653,0.07,0.7125821300149116,-0.5660666336988612,0.25,0.12840661441415385
6,T10,2.364765986171189,2.587084616921046,-0.22231863074985725,2.284422354349755,2.355957101184785,-0.07153474683503003,0.8005472889935684,0.926877639265406,-0.1263303502718376,0.135,0.052139087188847716,3.903258193384407,0.008774695755328217,0.2223186307498572
6,T20,2.737075286447689,2.9823453470555275,-0.2452700606078384,2.662317943057872,2.770802088167078,-0.10848414510920579,0.80125590844772,0.9285718093675044,-0.1273159009197844,0.135,0.052139087188847716,4.9547969556211156,0.0036009242297655474,0.24527006060783846
6,T30,2.9907084537736885,3.2470154049305746,-0.25630695115688606,2.9127641797525987,3.049680739690783,-0.13691655993818408,0.8019698852243029,0.9313767188268793,-0.12940683360257643,0.15,0.0220923622208589,5.460879760779016,0.002379451783670997,0.2563069511568854
6,T40,3.2058516823559273,3.4681711235191846,-0.2623194411632572,3.1177199457885187,3.269994301980163,-0.15227435619164442,0.8029955996343662,0.9292011501091441,-0.12620555047477788,0.15,0.0220923622208589,6.033165375361457,0.0015061871346863241,0.2623537330473722
6,T50,3.403325876512248,3.6715959781860397,-0.26827010167379184,3.3113461281651713,3.4767843436811634,-0.16543821551599214,0.8032085103469846,0.9310483357627322,-0.12783982541574757,0.16,0.011843449760085422,6.3440108431185855,0.0011808020067117628,0.26827010167379184
6,T60,3.6090982228547457,3.8795619719634478,-0.2704637491087021,3.525515875408301,3.6619376993677997,-0.13642182395949876,0.8044299100468535,0.933748789386038,-0.1293188793391845,0.16,0.011843449760085422,6.336322529167379,0.0011878812968212197,0.27046374910870286
6,T70,3.8452154817711817,4.114774611986046,-0.2695591302148648,3.7703956691691394,3.903461930021426,-0.1330662608522868,0.804821805264801,0.9349685756553324,-0.13014677039053146,0.16,0.011843449760085422,6.136877212419615,0.0013881689505079082,0.269559130214865
6,T80,4.1502289718046175,4.416279045894311,-0.2660500740896934,4.0635789603950645,4.2118157906125795,-0.148236830217515,0.802587325939653,0.9383462021002066,-0.1357588761605536,0.155,0.016258459276759563,5.9201780317778825,0.0016469421121268041,0.26605007408969333
6,T90,4.65981809449009,4.905795884727154,-0.24597779023706412,4.559592558662228,4.700721345496841,-0.14112878683461272,0.8036318532986391,0.9455326344685038,-0.1419007811698647,0.135,0.052139087188847716,4.424142264080572,0.005616109595719395,0.24612647073010152
6,T99,6.806548327517771,6.884709595005315,-0.07816126748754382,6.666487543745524,6.747294944362319,-0.08080740061679492,0.8468263585643265,0.9863793565653276,-0.13955299800100107,0.08,0.5452713464323318,-0.3492222062156459,0.25,0.11407201350647167
7,T10,2.4028862780185487,2.481014503056736,-0.07812822503818717,2.2653174375513,2.268330405348612,-0.0030129677973120828,0.8520205159038593,0.8668125665182114,-0.01479205061435207,0.105,0.220541217580421,1.2587770910646126,0.09846367887084168,0.11128026449591735
7,T20,2.77613548734664,2.8564316963986354,-0.08029620905199542,2.6565156677647304,2.6506410507348743,0.005874617029856033,0.8538419944258058,0.8681465037529902,-0.014304509327184411,0.1,0.2704743832803917,1.34836419588443,0.09034305075461203,0.11288077753334713
7,T30,3.0299887565599737,3.107687531576321,-0.07769877501634737,2.904514182809077,2.8782269320408442,0.026287250768232795,0.8531045191600531,0.8681111727735834,-0.015006653613530263,0.11,0.17793352788293415,1.3827087611136955,0.08741736370861952,0.11224901613954485
7,T40,3.2414576330078635,3.3160045455278824,-0.07454691252001888,3.128560168573582,3.0792269762454403,0.049333192328141706,0.8507619877667746,0.8680699034936259,-0.01730791572685131,0.1,0.2704743832803917,1.1461263709433596,0.10976426994081559,0.11135040828672957
7,T50,3.438586447004069,3.51213552707748,-0.07354908007341132,3.322703287503952,3.279483769029154,0.04321951847479788,0.8494039329647259,0.8672839454908046,-0.017880012526078626,0.09,0.39352743357720954,1.0246034457497122,0.12347727971170089,0.10877596778957141
7,T60,3.643834282672764,3.7146894153221783,-0.07085513264941445,3.5323554842022657,3.500343549313973,0.03201193488829279,0.8505468838219893,0.8642689327629506,-0.013722048940961296,0.095,0.32811544409418575,0.9998154019287886,0.12648654361234987,0.10865813008846129
7,T70,3.8809750272037062,3.9416175572179997,-0.06064253001429343,3.766396077487064,3.7235851567912834,0.04281092069578074,0.8491602919568262,0.8656001483407273,-0.016439856383901108,0.085,0.46628639073563594,0.6529369659372668,0.17758243763028267,0.10371180663314195
7,T80,4.189402237044722,4.234637426015901,-0.04523518897117906,4.083605490466605,4.015550780741189,0.06805470972541539,0.8522413576063045,0.8686473974715645,-0.016406039865260014,0.075,0.6284308022715471,0.17038612313936494,0.25,0.09626988580897841
7,T90,4.71308794205821,4.715495484531113,-0.0024075424729028683,4.603711041883393,4.52968027737518,0.07403076450821366,0.8542961283467634,0.870766750896895,-0.016470622550131653,0.065,0.7933622419382523,-0.5102158601362501,0.25,0.07965137384413216
7,T99,6.951885831056112,6.668480172197258,0.2834056588588538,6.82500546978954,6.5238806211542,0.3011248486353395,0.9167713897377953,0.9107081836174564,0.006063206120338838,0.195,0.0009668691315127085,8.50944231236162,0.001,0.30566352706747113
8,T10,2.3704815724229094,2.483928899247802,-0.11344732682489278,2.200498649945138,2.3237481964449307,-0.12324954649979247,0.8534146693677565,0.8537785547988983,-0.0003638854311418527,0.135,0.052139087188847716,2.090122154843948,0.04479823354884725,0.14287044722045364
8,T20,2.7301845129343305,2.8620974668149124,-0.13191295388058188,2.5648055567845627,2.6935023513801744,-0.12869679459561167,0.856055365189425,0.8564787203797125,-0.0004233551902874666,0.14,0.03956202584899502,3.107070551125446,0.017690650646036525,0.1554443662868013
8,T30,2.97751045945182,3.1176498731062234,-0.14013941365440363,2.8015238664128073,2.9419595124834785,-0.14043564607067127,0.8546013163178328,0.857662909088894,-0.0030615927710612167,0.155,0.016258459276759563,3.436200574246012,0.013202283868171497,0.1620868348821381
8,T40,3.1846588920567127,3.3300450910653705,-0.1453861990086578,3.0213991490566974,3.158652320468246,-0.1372531714115488,0.8560287147833243,0.8573166504518552,-0.0012879356685309151,0.155,0.016258459276759563,3.7841628109532164,0.009730703622035985,0.16643330566679193
8,T50,3.37864105374061,3.5278314362790195,-0.14919038253840933,3.2028038321242343,3.34515220381466,-0.1423483716904257,0.8565226458247798,0.8572963483355199,-0.0007737025107401596,0.165,0.008539483949831865,3.97683167273854,0.008233770003461715,0.1705733738812727
8,T60,3.5803784990857594,3.7329025589364084,-0.15252405985064899,3.4255368696461734,3.5615211898432646,-0.13598432019709117,0.8573608374291927,0.8576644402268908,-0.0003036027976981437,0.165,0.008539483949831865,4.14118478586276,0.007147903527696244,0.17364176927622854
8,T70,3.8087995537737935,3.959149079830915,-0.15034952605712126,3.6422314622268583,3.784913431556393,-0.14268196932953447,0.8570653106647057,0.8565828234612992,0.00048248720340648976,0.15,0.0220923622208589,3.9639133332460994,0.008326155461074675,0.17229479556304622
8,T80,4.10443991360604,4.253313003643533,-0.14887309003749305,3.934654546240097,4.083120770894183,-0.14846622465408643,0.8612753060114678,0.8559369541235944,0.00533835188787346,0.18,0.0030098470801667434,4.178978358138548,0.006920146806478543,0.17295640870051238
8,T90,4.6143604198787855,4.742467648205325,-0.12810722832653987,4.437584797271688,4.574780729458553,-0.13719593218686477,0.8629390602517961,0.8550295199425598,0.007909540309236296,0.135,0.052139087188847716,2.6305030811766748,0.027214896142749596,0.15381168983018087
8,T99,6.816273032510623,6.7619588906467785,0.05431414186384487,6.729135252898683,6.625429837713215,0.10370541518546794,0.8907230924131955,0.8523372076168602,0.03838588479633531,0.08,0.5452713464323318,-0.23168134340252566,0.25,0.12069774372203126
9,T10,2.444486755725166,2.3715418600180245,0.07294489570714147,2.1641960927124515,2.178300811128429,-0.01410471841597749,1.1247721111034716,1.061351309773124,0.06342080133034766,0.085,0.46628639073563594,0.501458770821202,0.20622690736476776,0.10690033972583292
9,T20,2.820921395901649,2.732398691649878,0.08852270425177089,2.5738448711445128,2.5318693347399552,0.041975536404557534,1.125418742839544,1.0626359957392917,0.06278274710025222,0.085,0.46628639073563594,0.8391216209787934,0.14793515341424437,0.11917019871662801
9,T30,3.071664993550329,2.973923893183368,0.09774110036696104,2.826162273834206,2.7584121008200304,0.06775017301417563,1.1277024495317,1.0646001292017502,0.06310232032994989,0.09,0.39352743357720954,1.285556365560248,0.09595967933861921,0.12845320323113602
9,T40,3.283637733765562,3.1730147498520984,0.11062298391346337,3.0428931092834572,2.9488437057488452,0.094049403534612,1.126074917857604,1.0650525348112045,0.0610223830463994,0.115,0.1420746514551761,1.9492002268981825,0.051105445405875694,0.13857551234362628
9,T50,3.482962164399305,3.3608162504306853,0.12214591396861962,3.2433732282395424,3.1481764491761925,0.09519677906334989,1.1257269861780055,1.0632841332058174,0.0624428529721881,0.115,0.1420746514551761,2.5316727691985665,0.02978853320662421,0.14868548636211049
9,T60,3.690251089678702,3.5520129252535044,0.13823816442519776,3.4519724689083384,3.338995428820326,0.11297704008801235,1.122927744729421,1.0655987415095325,0.05732900321988854,0.125,0.0878382826713132,3.4377996767188708,0.013183652498574323,0.16402435152388223
9,T70,3.927677345016267,3.7654399131987106,0.16223743181755657,3.695173140606782,3.5468727630882695,0.14830037751851233,1.1214596269275388,1.0657521534743342,0.05570747345320459,0.145,0.0297148244707607,4.795652753872682,0.004109927836555166,0.18300209856761604
9,T80,4.236400849955739,4.038473170883322,0.19792767907241693,3.991720308662618,3.8226429838853884,0.1690773247772297,1.1202206854258292,1.0651402656919267,0.05508041973390254,0.16,0.011843449760085422,7.342493673846873,0.001,0.2133930097900683
9,T90,4.755120811430516,4.491930589098665,0.2631902223318514,4.498488320960924,4.275485507201143,0.2230028137597806,1.1242412615290973,1.0706110346666609,0.05363022686243646,0.205,0.0004306111484986726,12.10959726729032,0.001,0.2734025910929853
9,T99,6.924221353238327,6.320379987930798,0.6038413653075292,6.745576759609451,6.116764799658777,0.6288119599506734,1.1985864954607368,1.1132002706902844,0.08538622477045243,0.38,2.9623487356936016e-13,37.53578397651339,0.001,0.6038413653075287
